continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,unit_of_wage,full_time_position,wage_range
Asia,Master's,Y,N,3825,1952,South,Year,N,> 100000
Asia,Bachelor's,N,N,2677,1836,Midwest,Year,Y,> 100000
Europe,Bachelor's,N,N,4204,1987,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,3118,1993,West,Year,Y,> 100000
South America,Master's,Y,N,3937,1877,Northeast,Year,Y,50000-100000
North America,Master's,N,N,2382,2000,South,Hour,Y,> 100000
Asia,Master's,N,N,6180,2009,South,Year,N,50000-100000
Europe,Bachelor's,Y,Y,2658,2008,South,Year,Y,50000-100000
Europe,Master's,Y,Y,3729,1969,South,Year,Y,50000-100000
Asia,Master's,Y,N,1097,2006,Midwest,Year,Y,< 50000
Asia,High School,N,N,4597,1939,Midwest,Year,Y,50000-100000
North America,Master's,Y,N,4263,1890,Northeast,Week,Y,> 100000
Asia,Master's,N,N,4973,1932,South,Year,Y,< 50000
Asia,Master's,N,N,1294,1999,South,Year,Y,50000-100000
Asia,Master's,Y,N,526,2005,South,Year,Y,> 100000
North America,Bachelor's,N,N,419,2009,Midwest,Year,Y,> 100000
Asia,Master's,N,N,766,1973,South,Year,Y,> 100000
Europe,Bachelor's,N,Y,3810,2013,West,Year,Y,50000-100000
Europe,Bachelor's,Y,N,4711,2007,West,Year,Y,< 50000
Europe,Bachelor's,N,N,1605,1994,West,Year,Y,> 100000
Asia,Bachelor's,N,N,1822,1983,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,1361,1847,Northeast,Year,Y,> 100000
Europe,Bachelor's,Y,N,371,1998,West,Year,Y,< 50000
Asia,Bachelor's,N,N,2878,2007,South,Year,Y,> 100000
Asia,High School,N,N,891,1997,Midwest,Year,Y,> 100000
Asia,High School,N,N,28,1983,South,Year,Y,50000-100000
Europe,Doctorate,N,N,4439,2004,South,Year,Y,< 50000
North America,Master's,N,N,1847,2002,South,Hour,Y,50000-100000
Asia,Master's,Y,N,2304,2007,South,Year,Y,> 100000
Asia,Bachelor's,N,N,1909,2004,South,Year,Y,50000-100000
Asia,Master's,N,N,4793,1979,Northeast,Year,N,> 100000
Asia,Master's,Y,N,1784,1936,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,2796,1889,South,Year,N,> 100000
Europe,Doctorate,N,N,302,1948,West,Year,Y,50000-100000
Asia,High School,N,N,2736,2010,Northeast,Year,Y,< 50000
North America,Bachelor's,Y,N,2190,2004,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,69,1998,Midwest,Hour,Y,50000-100000
Asia,Bachelor's,N,Y,1434,1810,Midwest,Year,Y,> 100000
Asia,Master's,N,N,4946,1969,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,4375,1976,Northeast,Year,Y,< 50000
South America,Bachelor's,N,N,109,1979,West,Hour,Y,> 100000
Asia,Master's,N,N,5097,1993,Northeast,Year,N,> 100000
Europe,High School,Y,N,473,2001,West,Year,Y,< 50000
Europe,Master's,Y,Y,1320,2001,West,Year,Y,50000-100000
Asia,Master's,N,N,1582,2004,Northeast,Year,Y,< 50000
South America,High School,N,N,3565,1998,West,Year,Y,< 50000
Asia,Master's,N,Y,2264,1991,Northeast,Year,Y,> 100000
North America,Doctorate,N,Y,83,1947,South,Year,Y,50000-100000
Asia,High School,Y,N,1782,2007,Northeast,Year,Y,< 50000
North America,High School,Y,N,5545,2005,West,Year,Y,50000-100000
Europe,Master's,N,N,3518,1983,South,Hour,Y,> 100000
Asia,Master's,N,Y,1144,1890,Northeast,Year,Y,< 50000
Europe,Master's,N,N,2645,1818,West,Year,Y,< 50000
Europe,Master's,Y,N,982,1997,Midwest,Year,Y,> 100000
Europe,Doctorate,Y,N,87,2008,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,15307,1998,West,Year,Y,< 50000
Asia,Master's,N,N,991,2010,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,3727,2012,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,5319,2012,Midwest,Hour,Y,50000-100000
South America,Master's,Y,N,2914,2001,Northeast,Year,Y,> 100000
Asia,Master's,N,Y,3056,1998,West,Year,Y,> 100000
Europe,Master's,N,N,1260,1977,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,3739,2007,Northeast,Year,N,50000-100000
Asia,Bachelor's,Y,N,3032,1998,West,Year,Y,> 100000
Asia,Master's,N,N,2002,1987,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,238,2005,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,3560,2007,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,15150,2000,Northeast,Year,Y,50000-100000
Europe,Bachelor's,N,N,596,1855,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,3691,1997,South,Year,N,> 100000
Asia,Bachelor's,Y,N,1854,1997,Island,Year,Y,< 50000
Europe,Doctorate,Y,N,451,1856,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,986,2000,Midwest,Hour,Y,< 50000
South America,Master's,Y,N,2353,1838,Northeast,Year,Y,< 50000
Asia,Doctorate,N,N,2398,1987,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,986,2004,West,Year,Y,< 50000
Asia,Doctorate,Y,N,71,1993,Northeast,Year,Y,50000-100000
South America,Bachelor's,Y,N,1837,1898,South,Hour,Y,50000-100000
Europe,Doctorate,Y,N,1170,1997,West,Year,Y,< 50000
Europe,Bachelor's,Y,Y,2651,1864,South,Year,Y,< 50000
Asia,High School,Y,N,2012,2010,West,Year,N,> 100000
Asia,Master's,N,N,1755,2008,West,Year,Y,> 100000
Asia,Bachelor's,N,N,368,1991,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,2189,2001,South,Hour,Y,50000-100000
Asia,Master's,Y,N,3278,1901,Northeast,Year,N,> 100000
Asia,Master's,Y,N,3578,1962,Northeast,Year,Y,> 100000
Asia,Doctorate,Y,Y,700,1902,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,5356,1912,Northeast,Year,Y,< 50000
South America,Bachelor's,Y,Y,2396,2007,Midwest,Year,Y,> 100000
Asia,Doctorate,Y,N,44,1960,South,Year,Y,> 100000
Asia,Bachelor's,Y,Y,1037,2006,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,2711,2004,South,Year,Y,< 50000
Asia,Master's,N,N,2749,2004,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1813,1995,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3499,1986,South,Year,Y,< 50000
Asia,Master's,Y,N,101941,1975,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,4161,2008,Midwest,Year,Y,> 100000
South America,Bachelor's,Y,N,2949,2004,Northeast,Year,N,50000-100000
Asia,Doctorate,Y,N,2317,1980,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,1359,1907,West,Year,Y,50000-100000
Asia,Master's,N,N,582,1991,Northeast,Year,Y,> 100000
Asia,Master's,N,N,2261,2008,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,2650,1989,South,Year,Y,50000-100000
North America,Bachelor's,Y,N,908,1997,Island,Year,Y,< 50000
Asia,High School,Y,N,1290,1946,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,151,1981,South,Year,Y,50000-100000
Europe,Bachelor's,Y,Y,141,1819,South,Year,Y,< 50000
Asia,High School,N,N,2988,2009,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,1016,2005,West,Hour,Y,> 100000
Asia,Master's,Y,N,3256,2006,Midwest,Year,Y,> 100000
Asia,Master's,N,N,2428,1997,Northeast,Year,Y,< 50000
South America,Master's,Y,N,137,2012,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2082,1980,West,Year,Y,< 50000
Asia,Master's,Y,N,856,2000,West,Year,Y,> 100000
Europe,Master's,Y,N,1649,2000,South,Year,N,> 100000
Europe,Master's,N,N,57288,1981,West,Year,Y,< 50000
Europe,Master's,N,N,780,2012,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,2652,1956,West,Year,Y,> 100000
North America,Master's,N,N,3136,1981,Midwest,Year,Y,50000-100000
Asia,High School,N,N,3941,1999,Northeast,Year,Y,< 50000
North America,Bachelor's,N,Y,2528,1997,South,Year,Y,> 100000
Europe,Bachelor's,Y,N,92407,1998,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,114,2008,West,Year,Y,> 100000
North America,Bachelor's,Y,N,4468,2011,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,31730,1885,South,Year,Y,50000-100000
Asia,High School,N,N,3846,1992,Midwest,Week,Y,50000-100000
Asia,Master's,N,N,56,2001,West,Hour,Y,< 50000
Asia,Master's,Y,N,3050,1998,Northeast,Year,Y,> 100000
Asia,High School,N,N,4658,2003,Northeast,Hour,Y,50000-100000
Asia,High School,Y,N,5508,1867,West,Year,Y,< 50000
North America,Bachelor's,Y,N,34715,1986,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,2929,1943,West,Year,Y,> 100000
North America,Bachelor's,Y,N,986,1928,West,Week,Y,50000-100000
Asia,Master's,Y,N,900,1999,Northeast,Year,Y,> 100000
Europe,Master's,N,N,2003,1983,Midwest,Year,Y,50000-100000
Europe,Bachelor's,N,N,288512,2005,South,Hour,Y,< 50000
Asia,Master's,N,N,3917,1983,South,Year,N,> 100000
Asia,Doctorate,Y,N,3138,1943,South,Year,Y,> 100000
Europe,Bachelor's,N,N,1708,1989,South,Hour,Y,< 50000
North America,Bachelor's,N,N,746,1997,West,Year,Y,< 50000
Asia,Master's,Y,N,21225,1966,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,978,1990,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,Y,20682,1997,Northeast,Year,N,> 100000
Africa,Bachelor's,Y,N,1605,1947,Northeast,Year,Y,> 100000
Asia,High School,Y,N,4562,2006,Northeast,Month,Y,50000-100000
North America,Bachelor's,Y,Y,1927,2001,West,Year,Y,50000-100000
Asia,Master's,N,N,18801,2011,West,Year,Y,50000-100000
Asia,Master's,Y,N,3437,2007,West,Year,Y,< 50000
Asia,Master's,Y,N,5287,1971,West,Year,Y,< 50000
Asia,Doctorate,N,N,2110,1974,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,96629,2006,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,2736,1996,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,1717,1969,South,Hour,Y,< 50000
Asia,Master's,Y,N,1247,1838,Midwest,Year,Y,< 50000
Europe,Bachelor's,Y,Y,2066,2004,West,Year,Y,< 50000
Asia,High School,Y,N,91,1975,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,1411,1975,South,Year,Y,50000-100000
Asia,Master's,Y,N,5255,2008,West,Year,Y,< 50000
North America,Bachelor's,N,N,5227,1817,Northeast,Hour,Y,< 50000
Asia,Bachelor's,Y,N,5067,1994,South,Year,Y,50000-100000
South America,Master's,Y,N,1748,2007,Northeast,Week,Y,50000-100000
Asia,High School,Y,N,3142,2006,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,4438,2001,South,Year,Y,< 50000
Europe,Master's,Y,Y,4305,2001,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,1260,1996,Midwest,Year,N,> 100000
Asia,Master's,Y,N,503,1885,West,Year,Y,< 50000
Asia,High School,N,N,3907,1912,South,Year,Y,> 100000
Asia,Doctorate,N,Y,37,1986,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3302,2002,South,Year,Y,50000-100000
Europe,Master's,N,N,962,2001,Northeast,Year,Y,> 100000
Europe,Doctorate,Y,N,153,1980,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,3288,1896,Northeast,Year,Y,50000-100000
Europe,Doctorate,Y,N,62,1974,West,Year,Y,< 50000
Asia,Master's,N,N,4448,1997,South,Year,N,50000-100000
Europe,Master's,Y,N,630,1997,Northeast,Year,Y,50000-100000
Europe,Master's,Y,Y,8503,2001,West,Year,Y,> 100000
Asia,Master's,N,Y,2316,2006,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2000,1983,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,1008,2004,Midwest,Year,Y,50000-100000
North America,High School,N,N,4116,1888,West,Year,Y,< 50000
Asia,Bachelor's,Y,Y,1057,1979,West,Year,Y,> 100000
Asia,Master's,Y,N,2296,1998,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,998,2001,West,Year,Y,> 100000
Asia,Master's,N,N,2465,2002,South,Year,N,> 100000
Asia,Doctorate,N,N,3817,1962,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,1075,2008,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,386,2001,South,Year,Y,> 100000
Europe,Doctorate,Y,N,1067,1973,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,875,1984,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,878,2005,Midwest,Year,Y,> 100000
Asia,Master's,N,N,1158,2000,Midwest,Year,Y,> 100000
Europe,High School,Y,N,2889,2004,West,Year,Y,< 50000
Asia,Master's,Y,N,193,1911,Northeast,Year,Y,< 50000
Asia,High School,N,N,2821,1887,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,2343,1986,South,Year,Y,< 50000
Europe,Doctorate,Y,N,4249,2014,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2698,1993,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,397,1995,West,Year,Y,> 100000
North America,Doctorate,Y,N,91451,2000,Northeast,Year,Y,> 100000
Asia,High School,Y,N,17952,1818,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,3998,1981,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1396,1972,Northeast,Year,Y,> 100000
North America,Master's,Y,N,1789,2012,Midwest,Year,Y,> 100000
North America,Bachelor's,Y,N,5661,1989,West,Year,Y,> 100000
North America,Master's,N,N,3742,1912,Northeast,Hour,Y,< 50000
North America,Master's,N,N,3320,1997,West,Year,Y,> 100000
North America,Master's,Y,N,2151,2012,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,172,2005,Island,Year,Y,50000-100000
North America,Bachelor's,N,N,990,2000,South,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,5122,1888,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,1165,2000,Northeast,Year,N,> 100000
Asia,Master's,Y,N,1927,1997,Northeast,Year,Y,> 100000
Asia,High School,Y,N,4547,2011,South,Year,Y,50000-100000
North America,Master's,Y,N,1172,2010,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,1058,2007,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,4110,1994,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,8127,1870,West,Year,N,< 50000
Asia,Bachelor's,N,Y,1891,1974,South,Year,Y,50000-100000
Asia,Master's,N,N,1689,2000,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1185,1989,Northeast,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,1601,1994,West,Year,Y,50000-100000
Asia,Master's,Y,N,2338,1984,Northeast,Year,N,50000-100000
Asia,Doctorate,Y,N,40733,2006,South,Year,Y,50000-100000
Asia,Doctorate,Y,N,2707,1962,Northeast,Year,Y,> 100000
Europe,Bachelor's,Y,N,2541,1997,Northeast,Year,N,> 100000
Europe,Bachelor's,N,N,4674,2006,West,Year,Y,< 50000
Europe,Doctorate,Y,N,2146,2008,South,Year,Y,< 50000
Asia,Master's,N,N,4411,1979,South,Year,Y,< 50000
Asia,Master's,N,N,811,1997,West,Year,Y,50000-100000
Asia,Master's,Y,N,2107,1924,Northeast,Year,N,> 100000
Asia,Bachelor's,N,N,1853,1981,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,2204,1996,South,Year,Y,< 50000
Asia,Master's,N,N,229,2013,Island,Year,Y,> 100000
North America,Bachelor's,N,Y,2205,1912,South,Year,Y,> 100000
Asia,Master's,Y,N,1488,1998,Midwest,Year,Y,> 100000
Europe,Bachelor's,N,N,4798,1998,South,Year,Y,< 50000
North America,Master's,Y,N,2535,1975,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,345,2004,South,Year,Y,50000-100000
North America,Bachelor's,Y,N,64,1989,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,796,1998,Midwest,Year,Y,50000-100000
Africa,Master's,N,N,746,1951,South,Year,Y,50000-100000
Asia,Master's,Y,N,1031,2009,Island,Year,Y,50000-100000
North America,Bachelor's,N,N,22,1890,Northeast,Hour,Y,50000-100000
Europe,Bachelor's,N,N,696,2012,Northeast,Hour,Y,50000-100000
Europe,Doctorate,Y,N,373,1952,West,Year,Y,50000-100000
Asia,Master's,N,Y,1917,1989,South,Year,Y,> 100000
Asia,High School,N,N,804,1863,Midwest,Year,Y,> 100000
Asia,High School,Y,N,2317,2011,West,Year,Y,> 100000
Asia,Master's,N,N,2063,2007,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,4377,1979,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,2055,1993,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,N,166,2010,South,Year,Y,50000-100000
Europe,Master's,Y,N,2302,2005,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,5677,2001,Northeast,Year,Y,> 100000
Europe,Bachelor's,Y,Y,43630,1986,Northeast,Year,Y,< 50000
Asia,High School,N,N,100,1998,Northeast,Hour,Y,> 100000
South America,Bachelor's,Y,N,726,2011,South,Year,Y,< 50000
Asia,Bachelor's,N,N,1717,1954,Northeast,Year,Y,< 50000
Asia,Master's,N,N,1454,1909,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,4288,1995,Northeast,Hour,Y,< 50000
Asia,Bachelor's,N,N,1350,2015,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,3544,1998,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,51114,2006,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,16749,1817,South,Year,Y,> 100000
Asia,High School,N,N,94,1984,Northeast,Year,Y,50000-100000
South America,Bachelor's,N,N,2512,2010,Midwest,Year,Y,50000-100000
Europe,High School,N,Y,88939,1926,South,Year,Y,< 50000
Asia,Master's,Y,N,214,2000,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,1231,2001,West,Year,Y,50000-100000
North America,Bachelor's,N,N,2208,2011,South,Year,Y,> 100000
Europe,Doctorate,N,N,9653,2003,West,Year,Y,< 50000
Asia,Master's,Y,N,2349,2010,West,Year,Y,> 100000
Asia,Bachelor's,N,N,3414,2000,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4458,1853,Midwest,Year,Y,< 50000
Europe,Bachelor's,Y,N,2570,2013,Island,Year,Y,> 100000
Europe,High School,Y,N,486,1888,Northeast,Year,Y,50000-100000
Europe,Master's,Y,N,764,1998,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,3202,2006,Northeast,Year,Y,< 50000
Asia,Master's,N,N,2207,2007,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,16096,1962,West,Year,Y,> 100000
Asia,Bachelor's,N,N,3300,1993,Northeast,Year,Y,> 100000
Asia,Master's,N,Y,1497,1962,West,Year,Y,50000-100000
South America,Doctorate,N,Y,3083,2004,South,Year,Y,< 50000
North America,Master's,Y,N,1097,1855,South,Year,N,< 50000
Asia,Bachelor's,Y,N,2565,1999,Midwest,Year,Y,> 100000
Africa,Bachelor's,Y,N,37,2013,South,Year,Y,> 100000
Asia,Master's,Y,N,2255,1994,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1337,2003,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,2781,2011,Northeast,Hour,Y,< 50000
North America,Doctorate,Y,Y,465,2000,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,Y,11435,1971,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,646,2002,South,Year,Y,> 100000
Europe,High School,Y,N,2504,2011,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,4268,2008,South,Year,N,> 100000
Asia,Bachelor's,N,N,1290,1984,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,557,1889,West,Year,Y,50000-100000
Asia,High School,N,N,9015,1984,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,47123,2012,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,1069,2006,Northeast,Year,N,> 100000
Asia,Bachelor's,N,N,4427,1998,Northeast,Hour,Y,< 50000
Asia,Bachelor's,N,N,2475,1985,Midwest,Year,Y,50000-100000
North America,Bachelor's,N,N,1504,1997,South,Hour,Y,> 100000
Asia,Bachelor's,N,N,3278,1997,West,Year,Y,50000-100000
South America,Bachelor's,Y,N,269,1914,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1927,2008,Northeast,Year,Y,> 100000
Asia,High School,Y,N,2998,2015,West,Year,Y,< 50000
Europe,Bachelor's,Y,N,3275,2012,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,1999,1971,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,376,1999,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,1408,1990,South,Hour,Y,< 50000
Asia,Bachelor's,Y,N,239,2000,West,Year,Y,> 100000
Asia,Bachelor's,N,Y,504,1898,West,Year,Y,> 100000
Europe,Bachelor's,Y,N,4173,2011,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,4171,2004,South,Year,Y,< 50000
Asia,Bachelor's,N,N,2603,1984,West,Year,N,> 100000
Asia,Bachelor's,Y,N,4116,2008,West,Year,Y,50000-100000
Asia,High School,N,N,637,1968,Midwest,Year,Y,50000-100000
Europe,Master's,N,N,1819,1996,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,3240,1986,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,2354,2007,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,1844,2007,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,3086,1995,Northeast,Year,Y,50000-100000
Europe,Bachelor's,N,N,1080,2004,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,2533,1872,Northeast,Year,Y,< 50000
Asia,High School,Y,N,259,1981,Midwest,Year,Y,50000-100000
North America,Bachelor's,Y,N,4699,2005,South,Year,Y,< 50000
Asia,High School,Y,N,3939,2004,Northeast,Hour,Y,< 50000
North America,Master's,Y,N,2472,1976,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,6015,1977,West,Year,Y,> 100000
Asia,Doctorate,Y,N,1623,1985,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,1528,1996,Northeast,Year,Y,< 50000
Europe,Doctorate,N,N,2163,2014,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,3212,1940,South,Year,Y,50000-100000
Asia,Master's,N,N,2004,2003,South,Year,N,> 100000
Asia,High School,Y,N,3606,2000,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,1782,1958,West,Year,Y,> 100000
Asia,High School,N,N,488,1985,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,28592,1997,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,1512,2007,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,3820,2010,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,675,1985,West,Week,Y,> 100000
North America,Master's,Y,N,4850,1977,West,Year,Y,< 50000
Asia,Doctorate,Y,N,4312,1917,Northeast,Year,Y,< 50000
North America,Master's,Y,N,613,1840,Midwest,Year,N,> 100000
Asia,Master's,Y,N,4439,1995,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,1676,2004,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,98447,1838,West,Year,N,< 50000
Asia,Master's,N,N,2813,1875,South,Year,Y,> 100000
Asia,Master's,N,N,631,2001,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,23,1987,Northeast,Hour,Y,< 50000
Asia,Master's,N,N,3587,2007,South,Hour,Y,< 50000
South America,Bachelor's,N,N,183,1983,Northeast,Hour,Y,> 100000
Asia,Master's,Y,N,1496,1986,South,Year,Y,> 100000
Asia,Master's,N,N,260,1967,South,Year,Y,50000-100000
Asia,Master's,Y,Y,173,2006,Midwest,Year,Y,< 50000
Asia,High School,Y,N,1751,1968,Midwest,Year,Y,< 50000
Asia,Master's,N,N,3451,2011,Midwest,Year,Y,> 100000
Asia,Master's,N,N,1176,1969,Northeast,Year,Y,< 50000
North America,Master's,N,N,1935,1899,South,Year,Y,> 100000
Asia,Bachelor's,N,N,432,1890,South,Hour,Y,< 50000
Asia,Master's,Y,N,708,2003,West,Year,Y,< 50000
Asia,Bachelor's,N,N,778,2009,South,Year,Y,50000-100000
Asia,Master's,N,N,3764,2008,Midwest,Year,Y,> 100000
South America,Bachelor's,N,N,986,1981,West,Year,Y,> 100000
North America,Master's,Y,Y,28098,2008,South,Year,Y,> 100000
Asia,Master's,N,N,2769,2001,West,Year,Y,< 50000
Asia,Bachelor's,N,N,82,1852,Midwest,Year,Y,50000-100000
South America,Bachelor's,Y,N,4899,2013,South,Year,Y,< 50000
Asia,Master's,Y,N,249,1869,Northeast,Year,Y,< 50000
Asia,Master's,N,N,5543,1989,West,Year,N,> 100000
North America,Master's,N,Y,942,1988,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,4396,1986,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,Y,832,2009,West,Year,Y,> 100000
Asia,Doctorate,Y,N,432,1913,West,Year,Y,50000-100000
Asia,High School,Y,N,155,2010,Midwest,Year,N,> 100000
North America,Bachelor's,Y,Y,4651,1984,South,Year,Y,< 50000
Europe,Master's,Y,N,651,2012,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,2106,2003,Northeast,Year,Y,> 100000
Asia,Master's,N,N,3874,2010,Northeast,Year,N,50000-100000
Europe,Master's,Y,N,36339,1997,Midwest,Year,N,50000-100000
Asia,Master's,Y,N,863,2008,Northeast,Year,Y,50000-100000
South America,Doctorate,Y,N,4300,1997,West,Year,Y,< 50000
Asia,Bachelor's,N,Y,1763,1855,South,Year,Y,> 100000
Europe,Bachelor's,N,N,1438,1956,Northeast,Year,Y,< 50000
Asia,High School,N,N,2647,1985,South,Year,Y,50000-100000
Asia,High School,N,N,4809,1843,Northeast,Year,Y,50000-100000
Asia,Doctorate,Y,N,4412,2008,Northeast,Year,Y,50000-100000
North America,Bachelor's,Y,N,4428,2010,West,Year,Y,50000-100000
Europe,Bachelor's,Y,N,802,1883,South,Year,Y,> 100000
Europe,Doctorate,Y,N,4781,1878,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,Y,20841,2010,South,Year,Y,50000-100000
Asia,High School,N,N,833,1984,Midwest,Year,Y,> 100000
Europe,Bachelor's,Y,N,2213,2012,South,Year,Y,< 50000
Asia,Bachelor's,N,N,2983,1998,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4266,1951,Midwest,Year,Y,> 100000
North America,Bachelor's,Y,Y,383,2004,South,Year,Y,< 50000
Europe,Bachelor's,N,N,3222,2007,Northeast,Hour,Y,> 100000
Asia,Master's,Y,N,981,1992,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,1695,1928,South,Year,Y,50000-100000
Asia,Master's,N,N,1183,1926,West,Year,Y,> 100000
Europe,High School,Y,N,5339,1991,West,Year,Y,50000-100000
North America,High School,N,N,3283,1999,South,Hour,Y,< 50000
North America,Doctorate,Y,N,396,1976,Northeast,Year,Y,> 100000
Asia,Master's,N,N,1311,1949,West,Year,Y,> 100000
Europe,Bachelor's,Y,N,2362,1878,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,981,1984,Northeast,Year,Y,< 50000
